Index,File,Are equals,Size in pal_1.0,Size in ntsc_1.0_rc,Size proportion,Size difference,Bytes different,Words different
904,g_pn_21,False,10368,6912,1.5,3456,3323,975
905,g_pn_22,False,10368,6912,1.5,3456,4413,1324
906,g_pn_23,False,10368,6912,1.5,3456,2278,678
907,g_pn_24,False,10368,6912,1.5,3456,3543,1061
908,g_pn_25,False,10368,6912,1.5,3456,4530,1354
909,g_pn_26,False,10368,6912,1.5,3456,4599,1353
910,g_pn_27,False,10368,6912,1.5,3456,4183,1235
911,g_pn_28,False,10368,6912,1.5,3456,4481,1304
912,g_pn_29,False,10368,6912,1.5,3456,2985,855
913,g_pn_30,False,10368,6912,1.5,3456,3323,976
914,g_pn_31,False,10368,6912,1.5,3456,3616,1096
915,g_pn_32,False,10368,6912,1.5,3456,3298,969
916,g_pn_33,False,10368,6912,1.5,3456,4061,1174
917,g_pn_34,False,10368,6912,1.5,3456,4171,1217
918,g_pn_35,False,10368,6912,1.5,3456,3975,1153
919,g_pn_36,False,10368,6912,1.5,3456,3979,1165
920,g_pn_37,False,10368,6912,1.5,3456,4508,1344
921,g_pn_38,False,10368,6912,1.5,3456,3807,1133
922,g_pn_39,False,10368,6912,1.5,3456,4665,1384
923,g_pn_40,False,10368,6912,1.5,3456,4593,1342
924,g_pn_41,False,10368,6912,1.5,3456,3076,908
925,g_pn_42,False,10368,6912,1.5,3456,4001,1181
926,g_pn_43,False,10368,6912,1.5,3456,4178,1219
927,g_pn_44,False,10368,6912,1.5,3456,4797,1376
928,g_pn_45,False,10368,6912,1.5,3456,4197,1229
929,g_pn_46,False,10368,6912,1.5,3456,3505,1049
930,g_pn_47,False,10368,6912,1.5,3456,4685,1377
931,g_pn_48,False,10368,6912,1.5,3456,2203,627
932,g_pn_49,False,10368,6912,1.5,3456,4229,1290
933,g_pn_50,False,10368,6912,1.5,3456,4744,1368
934,g_pn_51,False,10368,6912,1.5,3456,4496,1304
935,g_pn_52,False,10368,6912,1.5,3456,4667,1328
936,g_pn_53,False,10368,6912,1.5,3456,4285,1261
937,g_pn_54,False,10368,6912,1.5,3456,4748,1375
938,g_pn_55,False,10368,6912,1.5,3456,4650,1322
939,g_pn_56,False,10368,6912,1.5,3456,4423,1300
940,g_pn_57,False,10368,6912,1.5,3456,242,81
941,z_select_static,True,8704,8704,1.0,0,0,0
942,nintendo_rogo_static,False,11712,11856,0.988,-144,3127,1073
943,title_static,False,316096,234944,1.345,81152,208639,56261
944,parameter_static,True,15104,15104,1.0,0,0,0
945,vr_fine0_static,True,49152,49152,1.0,0,0,0
946,vr_fine0_pal_static,True,256,256,1.0,0,0,0
947,vr_fine1_static,True,49152,49152,1.0,0,0,0
948,vr_fine1_pal_static,True,256,256,1.0,0,0,0
949,vr_fine2_static,True,49152,49152,1.0,0,0,0
950,vr_fine2_pal_static,True,256,256,1.0,0,0,0
951,vr_fine3_static,True,49152,49152,1.0,0,0,0
952,vr_fine3_pal_static,True,256,256,1.0,0,0,0
953,vr_cloud0_static,True,49152,49152,1.0,0,0,0
954,vr_cloud0_pal_static,True,256,256,1.0,0,0,0
955,vr_cloud1_static,True,49152,49152,1.0,0,0,0
956,vr_cloud1_pal_static,True,256,256,1.0,0,0,0
957,vr_cloud2_static,True,49152,49152,1.0,0,0,0
958,vr_cloud2_pal_static,True,256,256,1.0,0,0,0
959,vr_cloud3_static,True,49152,49152,1.0,0,0,0
960,vr_cloud3_pal_static,True,256,256,1.0,0,0,0
961,vr_holy0_static,True,65536,65536,1.0,0,0,0
962,vr_holy0_pal_static,True,256,256,1.0,0,0,0
963,vr_holy1_static,True,65536,65536,1.0,0,0,0
964,vr_holy1_pal_static,True,256,256,1.0,0,0,0
965,vr_MDVR_static,True,262144,262144,1.0,0,0,0
966,vr_MDVR_pal_static,True,2048,2048,1.0,0,0,0
967,vr_MNVR_static,True,262144,262144,1.0,0,0,0
968,vr_MNVR_pal_static,True,2048,2048,1.0,0,0,0
969,vr_RUVR_static,True,262144,262144,1.0,0,0,0
970,vr_RUVR_pal_static,True,2048,2048,1.0,0,0,0
971,vr_LHVR_static,True,262144,262144,1.0,0,0,0
972,vr_LHVR_pal_static,True,2048,2048,1.0,0,0,0
973,vr_KHVR_static,True,262144,262144,1.0,0,0,0
974,vr_KHVR_pal_static,True,2048,2048,1.0,0,0,0
975,vr_K3VR_static,True,196608,196608,1.0,0,0,0
976,vr_K3VR_pal_static,True,1536,1536,1.0,0,0,0
977,vr_K4VR_static,True,196608,196608,1.0,0,0,0
978,vr_K4VR_pal_static,True,1536,1536,1.0,0,0,0
979,vr_K5VR_static,True,196608,196608,1.0,0,0,0
980,vr_K5VR_pal_static,True,1536,1536,1.0,0,0,0
981,vr_SP1a_static,True,131072,131072,1.0,0,0,0
982,vr_SP1a_pal_static,True,1024,1024,1.0,0,0,0
983,vr_MLVR_static,True,262144,262144,1.0,0,0,0
984,vr_MLVR_pal_static,True,2048,2048,1.0,0,0,0
985,vr_KKRVR_static,True,262144,262144,1.0,0,0,0
986,vr_KKRVR_pal_static,True,2048,2048,1.0,0,0,0
987,vr_KR3VR_static,True,196608,196608,1.0,0,0,0
988,vr_KR3VR_pal_static,True,1536,1536,1.0,0,0,0
989,vr_IPVR_static,True,262144,262144,1.0,0,0,0
990,vr_IPVR_pal_static,True,2048,2048,1.0,0,0,0
991,vr_KSVR_static,True,131072,131072,1.0,0,0,0
992,vr_KSVR_pal_static,True,1024,1024,1.0,0,0,0
993,vr_GLVR_static,True,131072,131072,1.0,0,0,0
994,vr_GLVR_pal_static,True,1024,1024,1.0,0,0,0
995,vr_ZRVR_static,True,131072,131072,1.0,0,0,0
996,vr_ZRVR_pal_static,True,1024,1024,1.0,0,0,0
997,vr_DGVR_static,True,131072,131072,1.0,0,0,0
998,vr_DGVR_pal_static,True,1024,1024,1.0,0,0,0
999,vr_ALVR_static,True,131072,131072,1.0,0,0,0
1000,vr_ALVR_pal_static,True,1024,1024,1.0,0,0,0
1001,vr_NSVR_static,True,131072,131072,1.0,0,0,0
1002,vr_NSVR_pal_static,True,1024,1024,1.0,0,0,0
1003,vr_LBVR_static,True,262144,262144,1.0,0,0,0
1004,vr_LBVR_pal_static,True,2048,2048,1.0,0,0,0
1005,vr_TTVR_static,True,196608,196608,1.0,0,0,0
1006,vr_TTVR_pal_static,True,1536,1536,1.0,0,0,0
1007,vr_FCVR_static,True,131072,131072,1.0,0,0,0
1008,vr_FCVR_pal_static,True,1024,1024,1.0,0,0,0
1009,elf_message_field,True,112,112,1.0,0,0,0
1010,elf_message_ydan,True,16,16,1.0,0,0,0
1011,syotes_scene,,,,,,
1012,syotes_room_0,,,,,,
1013,syotes2_scene,,,,,,
1014,syotes2_room_0,,,,,,
1015,depth_test_scene,,,,,,
1016,depth_test_room_0,,,,,,
1017,spot00_scene,False,172608,172576,1.0,32,92263,27351
1018,spot00_room_0,False,86576,86576,1.0,0,242,242
1019,spot01_scene,False,115056,115024,1.0,32,71392,20547
1020,spot01_room_0,False,40672,40288,1.01,384,28926,9469
1021,spot02_scene,False,48256,48256,1.0,0,12523,3618
1022,spot02_room_0,False,9952,9824,1.013,128,5877,2087
1023,spot02_room_1,False,122768,122464,1.002,304,102992,29445
1024,spot03_scene,False,46432,46432,1.0,0,20,8
1025,spot03_room_0,False,55680,55472,1.004,208,41555,13098
1026,spot03_room_1,False,29952,29792,1.005,160,22339,7086
1027,spot04_scene,False,70256,70208,1.001,48,24351,7425
1028,spot04_room_0,False,111760,111488,1.002,272,87779,26369
1029,spot04_room_1,False,34176,34144,1.001,32,24019,8009
1030,spot04_room_2,False,20592,20496,1.005,96,15015,4686
1031,spot05_scene,False,85360,85344,1.0,16,58745,16355
1032,spot05_room_0,False,40704,40704,1.0,0,76,76
1033,spot06_scene,False,111680,111664,1.0,16,73512,19975
1034,spot06_room_0,False,42528,42528,1.0,0,81,79
1035,spot07_scene,False,38960,38944,1.0,16,21732,5849
1036,spot07_room_0,False,25328,25152,1.007,176,19106,5920
1037,spot07_room_1,False,51616,51312,1.006,304,40982,12127
1038,spot08_scene,False,71328,71328,1.0,0,30,12
1039,spot08_room_0,False,33120,33104,1.0,16,18512,6791
1040,spot09_scene,False,70032,69984,1.001,48,53482,14787
1041,spot09_room_0,False,34752,34256,1.014,496,26933,8100
1042,spot10_scene,False,66608,66608,1.0,0,120,60
1043,spot10_room_0,True,9712,9712,1.0,0,0,0
1044,spot10_room_1,True,33840,33840,1.0,0,0,0
1045,spot10_room_2,True,19440,19440,1.0,0,0,0
1046,spot10_room_3,True,23216,23216,1.0,0,0,0
1047,spot10_room_4,True,9424,9424,1.0,0,0,0
1048,spot10_room_5,True,28656,28656,1.0,0,0,0
1049,spot10_room_6,True,15088,15088,1.0,0,0,0
1050,spot10_room_7,True,9664,9664,1.0,0,0,0
1051,spot10_room_8,True,9840,9840,1.0,0,0,0
1052,spot10_room_9,True,15328,15328,1.0,0,0,0
1053,spot11_scene,False,103664,103648,1.0,16,71384,19822
1054,spot11_room_0,False,51136,51136,1.0,0,88,88
1055,spot12_scene,False,65168,65152,1.0,16,55138,15325
1056,spot12_room_0,False,71104,71104,1.0,0,59,59
1057,spot12_room_1,False,49312,49312,1.0,0,25,25
1058,spot13_scene,False,24112,24112,1.0,0,8,4
1059,spot13_room_0,True,2320,2320,1.0,0,0,0
1060,spot13_room_1,True,76352,76352,1.0,0,0,0
1061,spot15_scene,False,99584,99584,1.0,0,8,4
1062,spot15_room_0,True,53696,53696,1.0,0,0,0
1063,spot16_scene,False,125632,125584,1.0,48,92939,25543
1064,spot16_room_0,False,44304,44176,1.003,128,32004,10419
1065,spot17_scene,False,65264,65248,1.0,16,39890,11141
1066,spot17_room_0,False,26752,26752,1.0,0,66,66
1067,spot17_room_1,False,74592,74576,1.0,16,48542,16291
1068,spot18_scene,False,41936,42064,0.997,-128,9819,2770
1069,spot18_room_0,False,75728,75728,1.0,0,46,28
1070,spot18_room_1,False,25088,25088,1.0,0,24,14
1071,spot18_room_2,False,72112,72112,1.0,0,48,27
1072,spot18_room_3,False,122096,122096,1.0,0,154,92
1073,ydan_scene,False,55824,55824,1.0,0,48,24
1074,ydan_room_0,True,86768,86768,1.0,0,0,0
1075,ydan_room_1,True,16720,16720,1.0,0,0,0
1076,ydan_room_2,False,24112,24112,1.0,0,3,3
1077,ydan_room_3,True,82336,82336,1.0,0,0,0
1078,ydan_room_4,True,19408,19408,1.0,0,0,0
1079,ydan_room_5,True,33568,33568,1.0,0,0,0
1080,ydan_room_6,True,20160,20160,1.0,0,0,0
1081,ydan_room_7,True,35088,35088,1.0,0,0,0
1082,ydan_room_8,True,3328,3328,1.0,0,0,0
1083,ydan_room_9,True,39072,39072,1.0,0,0,0
1084,ydan_room_10,True,19840,19840,1.0,0,0,0
1085,ydan_room_11,True,29040,29040,1.0,0,0,0
1086,ddan_scene,False,86336,86336,1.0,0,378,324
1087,ddan_room_0,False,112800,112464,1.003,336,85612,26120
1088,ddan_room_1,False,39680,39664,1.0,16,28705,9093
1089,ddan_room_2,False,32160,32128,1.001,32,22723,7246
1090,ddan_room_3,False,56768,56608,1.003,160,38438,12023
1091,ddan_room_4,False,38992,38992,1.0,0,118,50
1092,ddan_room_5,False,24288,24288,1.0,0,52,26
1093,ddan_room_6,False,9216,9216,1.0,0,14,6
1094,ddan_room_7,False,30416,30400,1.001,16,21071,6677
1095,ddan_room_8,False,37888,37888,1.0,0,50,21
1096,ddan_room_9,False,46416,46400,1.0,16,32943,10537
1097,ddan_room_10,False,32336,32336,1.0,0,57,29
1098,ddan_room_11,False,8320,8320,1.0,0,31,14
1099,ddan_room_12,False,34608,34608,1.0,0,68,31
1100,ddan_room_13,False,9344,9344,1.0,0,14,6
1101,ddan_room_14,False,9360,9360,1.0,0,14,6
1102,ddan_room_15,False,10320,10320,1.0,0,14,6
1103,ddan_room_16,False,21840,21824,1.001,16,16923,5046
1104,bdan_scene,False,88000,88000,1.0,0,132,64
1105,bdan_room_0,True,16496,16496,1.0,0,0,0
1106,bdan_room_1,True,24208,24208,1.0,0,0,0
1107,bdan_room_2,False,37328,37360,0.999,-32,24180,8132
1108,bdan_room_3,False,29024,28992,1.001,32,20431,6549
1109,bdan_room_4,True,16464,16464,1.0,0,0,0
1110,bdan_room_5,True,24608,24608,1.0,0,0,0
1111,bdan_room_6,True,16960,16960,1.0,0,0,0
1112,bdan_room_7,True,13600,13600,1.0,0,0,0
1113,bdan_room_8,False,14464,14464,1.0,0,34,17
1114,bdan_room_9,False,15472,15472,1.0,0,34,17
1115,bdan_room_10,False,14384,14384,1.0,0,34,17
1116,bdan_room_11,False,14336,14336,1.0,0,34,17
1117,bdan_room_12,False,15568,15568,1.0,0,37,19
1118,bdan_room_13,True,11088,11088,1.0,0,0,0
1119,bdan_room_14,True,25056,25056,1.0,0,0,0
1120,bdan_room_15,True,9952,9952,1.0,0,0,0
1121,Bmori1_scene,False,90000,90000,1.0,0,92,46
1122,Bmori1_room_0,True,56256,56256,1.0,0,0,0
1123,Bmori1_room_1,True,23392,23392,1.0,0,0,0
1124,Bmori1_room_2,True,64048,64048,1.0,0,0,0
1125,Bmori1_room_3,True,14864,14864,1.0,0,0,0
1126,Bmori1_room_4,True,12976,12976,1.0,0,0,0
1127,Bmori1_room_5,True,13792,13792,1.0,0,0,0
1128,Bmori1_room_6,False,38080,38080,1.0,0,5,3
1129,Bmori1_room_7,True,77824,77824,1.0,0,0,0
1130,Bmori1_room_8,True,97136,97136,1.0,0,0,0
1131,Bmori1_room_9,True,41360,41360,1.0,0,0,0
1132,Bmori1_room_10,True,21472,21472,1.0,0,0,0
1133,Bmori1_room_11,True,43984,43984,1.0,0,0,0
1134,Bmori1_room_12,True,33760,33760,1.0,0,0,0
1135,Bmori1_room_13,True,35504,35504,1.0,0,0,0
1136,Bmori1_room_14,False,23472,23472,1.0,0,3,3
1137,Bmori1_room_15,True,9872,9872,1.0,0,0,0
1138,Bmori1_room_16,True,20384,20384,1.0,0,0,0
1139,Bmori1_room_17,False,37200,37200,1.0,0,4,3
1140,Bmori1_room_18,True,4928,4928,1.0,0,0,0
1141,Bmori1_room_19,True,1296,1296,1.0,0,0,0
1142,Bmori1_room_20,True,4864,4864,1.0,0,0,0
1143,Bmori1_room_21,True,6016,6016,1.0,0,0,0
1144,Bmori1_room_22,True,7648,7648,1.0,0,0,0
1145,HIDAN_scene,False,108912,108912,1.0,0,108,54
1146,HIDAN_room_0,True,29376,29376,1.0,0,0,0
1147,HIDAN_room_1,True,51680,51680,1.0,0,0,0
1148,HIDAN_room_2,True,65488,65488,1.0,0,0,0
1149,HIDAN_room_3,True,9440,9440,1.0,0,0,0
1150,HIDAN_room_4,True,30864,30864,1.0,0,0,0
1151,HIDAN_room_5,True,41520,41520,1.0,0,0,0
1152,HIDAN_room_6,True,28576,28576,1.0,0,0,0
1153,HIDAN_room_7,True,14816,14816,1.0,0,0,0
1154,HIDAN_room_8,True,39616,39616,1.0,0,0,0
1155,HIDAN_room_9,True,34672,34672,1.0,0,0,0
1156,HIDAN_room_10,True,99488,99488,1.0,0,0,0
1157,HIDAN_room_11,True,14272,14272,1.0,0,0,0
1158,HIDAN_room_12,True,11136,11136,1.0,0,0,0
1159,HIDAN_room_13,True,52192,52192,1.0,0,0,0
1160,HIDAN_room_14,True,8800,8800,1.0,0,0,0
1161,HIDAN_room_15,True,4560,4560,1.0,0,0,0
1162,HIDAN_room_16,True,47472,47472,1.0,0,0,0
1163,HIDAN_room_17,True,37184,37184,1.0,0,0,0
1164,HIDAN_room_18,True,15232,15232,1.0,0,0,0
1165,HIDAN_room_19,True,16864,16864,1.0,0,0,0
1166,HIDAN_room_20,True,27920,27920,1.0,0,0,0
1167,HIDAN_room_21,True,33984,33984,1.0,0,0,0
1168,HIDAN_room_22,True,27392,27392,1.0,0,0,0
1169,HIDAN_room_23,True,27936,27936,1.0,0,0,0
1170,HIDAN_room_24,True,21824,21824,1.0,0,0,0
1171,HIDAN_room_25,True,27360,27360,1.0,0,0,0
1172,HIDAN_room_26,True,26784,26784,1.0,0,0,0
1173,MIZUsin_scene,False,89328,89328,1.0,0,94,46
1174,MIZUsin_room_0,True,89216,89216,1.0,0,0,0
1175,MIZUsin_room_1,True,41312,41312,1.0,0,0,0
1176,MIZUsin_room_2,True,23440,23440,1.0,0,0,0
1177,MIZUsin_room_3,True,26384,26384,1.0,0,0,0
1178,MIZUsin_room_4,True,24544,24544,1.0,0,0,0
1179,MIZUsin_room_5,True,42480,42480,1.0,0,0,0
1180,MIZUsin_room_6,False,45760,45728,1.001,32,33961,10542
1181,MIZUsin_room_7,False,21840,21840,1.0,0,29,12
1182,MIZUsin_room_8,True,56528,56528,1.0,0,0,0
1183,MIZUsin_room_9,True,32736,32736,1.0,0,0,0
1184,MIZUsin_room_10,True,24496,24496,1.0,0,0,0
1185,MIZUsin_room_11,True,18864,18864,1.0,0,0,0
1186,MIZUsin_room_12,True,28048,28048,1.0,0,0,0
1187,MIZUsin_room_13,True,2560,2560,1.0,0,0,0
1188,MIZUsin_room_14,False,28256,28256,1.0,0,2,2
1189,MIZUsin_room_15,True,29744,29744,1.0,0,0,0
1190,MIZUsin_room_16,True,15056,15056,1.0,0,0,0
1191,MIZUsin_room_17,True,35360,35360,1.0,0,0,0
1192,MIZUsin_room_18,True,16576,16576,1.0,0,0,0
1193,MIZUsin_room_19,True,14640,14640,1.0,0,0,0
1194,MIZUsin_room_20,True,26432,26432,1.0,0,0,0
1195,MIZUsin_room_21,False,29856,29920,0.998,-64,19919,6574
1196,MIZUsin_room_22,True,37104,37104,1.0,0,0,0
1197,jyasinzou_scene,False,105280,105280,1.0,0,348,174
1198,jyasinzou_room_0,True,69440,69440,1.0,0,0,0
1199,jyasinzou_room_1,True,37632,37632,1.0,0,0,0
1200,jyasinzou_room_2,True,23568,23568,1.0,0,0,0
1201,jyasinzou_room_3,True,15184,15184,1.0,0,0,0
1202,jyasinzou_room_4,True,29296,29296,1.0,0,0,0
1203,jyasinzou_room_5,False,98112,98112,1.0,0,15,10
1204,jyasinzou_room_6,True,18432,18432,1.0,0,0,0
1205,jyasinzou_room_7,True,21776,21776,1.0,0,0,0
1206,jyasinzou_room_8,True,32880,32880,1.0,0,0,0
1207,jyasinzou_room_9,True,24048,24048,1.0,0,0,0
1208,jyasinzou_room_10,True,33184,33184,1.0,0,0,0
1209,jyasinzou_room_11,True,4112,4112,1.0,0,0,0
1210,jyasinzou_room_12,True,8288,8288,1.0,0,0,0
1211,jyasinzou_room_13,True,22608,22608,1.0,0,0,0
1212,jyasinzou_room_14,True,19600,19600,1.0,0,0,0
1213,jyasinzou_room_15,True,33904,33904,1.0,0,0,0
1214,jyasinzou_room_16,True,24976,24976,1.0,0,0,0
1215,jyasinzou_room_17,True,38416,38416,1.0,0,0,0
1216,jyasinzou_room_18,True,23728,23728,1.0,0,0,0
1217,jyasinzou_room_19,True,24032,24032,1.0,0,0,0
1218,jyasinzou_room_20,True,33216,33216,1.0,0,0,0
1219,jyasinzou_room_21,True,18000,18000,1.0,0,0,0
1220,jyasinzou_room_22,True,12496,12496,1.0,0,0,0
1221,jyasinzou_room_23,True,37264,37264,1.0,0,0,0
1222,jyasinzou_room_24,True,25776,25776,1.0,0,0,0
1223,jyasinzou_room_25,True,88944,88944,1.0,0,0,0
1224,jyasinzou_room_26,True,52000,52000,1.0,0,0,0
1225,jyasinzou_room_27,True,22208,22208,1.0,0,0,0
1226,jyasinzou_room_28,True,35360,35360,1.0,0,0,0
1227,HAKAdan_scene,False,99264,99264,1.0,0,92,46
1228,HAKAdan_room_0,True,45248,45248,1.0,0,0,0
1229,HAKAdan_room_1,True,6848,6848,1.0,0,0,0
1230,HAKAdan_room_2,True,43280,43280,1.0,0,0,0
1231,HAKAdan_room_3,True,10560,10560,1.0,0,0,0
1232,HAKAdan_room_4,True,7232,7232,1.0,0,0,0
1233,HAKAdan_room_5,True,23136,23136,1.0,0,0,0
1234,HAKAdan_room_6,True,30064,30064,1.0,0,0,0
1235,HAKAdan_room_7,True,6832,6832,1.0,0,0,0
1236,HAKAdan_room_8,True,20576,20576,1.0,0,0,0
1237,HAKAdan_room_9,True,52064,52064,1.0,0,0,0
1238,HAKAdan_room_10,True,30624,30624,1.0,0,0,0
1239,HAKAdan_room_11,True,15680,15680,1.0,0,0,0
1240,HAKAdan_room_12,True,22304,22304,1.0,0,0,0
1241,HAKAdan_room_13,True,4016,4016,1.0,0,0,0
1242,HAKAdan_room_14,True,22848,22848,1.0,0,0,0
1243,HAKAdan_room_15,True,29296,29296,1.0,0,0,0
1244,HAKAdan_room_16,True,10368,10368,1.0,0,0,0
1245,HAKAdan_room_17,True,11472,11472,1.0,0,0,0
1246,HAKAdan_room_18,True,53888,53888,1.0,0,0,0
1247,HAKAdan_room_19,True,11552,11552,1.0,0,0,0
1248,HAKAdan_room_20,True,7712,7712,1.0,0,0,0
1249,HAKAdan_room_21,True,46256,46256,1.0,0,0,0
1250,HAKAdan_room_22,True,10656,10656,1.0,0,0,0
1251,HAKAdanCH_scene,False,50528,50528,1.0,0,28,14
1252,HAKAdanCH_room_0,True,87536,87536,1.0,0,0,0
1253,HAKAdanCH_room_1,True,45776,45776,1.0,0,0,0
1254,HAKAdanCH_room_2,True,12688,12688,1.0,0,0,0
1255,HAKAdanCH_room_3,True,7264,7264,1.0,0,0,0
1256,HAKAdanCH_room_4,True,9296,9296,1.0,0,0,0
1257,HAKAdanCH_room_5,True,10592,10592,1.0,0,0,0
1258,HAKAdanCH_room_6,True,11904,11904,1.0,0,0,0
1259,ice_doukutu_scene,False,71168,71184,1.0,-16,63536,17624
1260,ice_doukutu_room_0,False,34400,34400,1.0,0,4,4
1261,ice_doukutu_room_1,False,50496,50496,1.0,0,7,7
1262,ice_doukutu_room_2,False,23280,23280,1.0,0,6,6
1263,ice_doukutu_room_3,False,32896,32896,1.0,0,6,6
1264,ice_doukutu_room_4,False,30320,30320,1.0,0,9,9
1265,ice_doukutu_room_5,False,34960,34960,1.0,0,12,12
1266,ice_doukutu_room_6,False,16992,16992,1.0,0,6,6
1267,ice_doukutu_room_7,False,22768,22768,1.0,0,8,8
1268,ice_doukutu_room_8,False,6480,6480,1.0,0,5,5
1269,ice_doukutu_room_9,False,34384,34384,1.0,0,5,5
1270,ice_doukutu_room_10,False,17376,17376,1.0,0,4,4
1271,ice_doukutu_room_11,False,22784,22784,1.0,0,5,5
1272,men_scene,False,70960,70960,1.0,0,55,22
1273,men_room_0,False,65424,65376,1.001,48,49345,15176
1274,men_room_1,False,37520,37360,1.004,160,29649,8873
1275,men_room_2,False,20352,20240,1.006,112,14539,4631
1276,men_room_3,False,31776,31744,1.001,32,22870,7308
1277,men_room_4,False,41296,41200,1.002,96,32077,9839
1278,men_room_5,False,20704,20688,1.001,16,15612,4668
1279,men_room_6,False,32576,32432,1.004,144,25856,7686
1280,men_room_7,False,33584,33552,1.001,32,25300,7942
1281,men_room_8,False,33296,33168,1.004,128,20378,7132
1282,men_room_9,False,14576,14496,1.006,80,10700,3246
1283,men_room_10,False,23648,23536,1.005,112,19067,5599
1284,ganontika_scene,False,137152,137152,1.0,0,80,40
1285,ganontika_room_0,True,37312,37312,1.0,0,0,0
1286,ganontika_room_1,True,117168,117168,1.0,0,0,0
1287,ganontika_room_2,True,30688,30688,1.0,0,0,0
1288,ganontika_room_3,True,39312,39312,1.0,0,0,0
1289,ganontika_room_4,True,31888,31888,1.0,0,0,0
1290,ganontika_room_5,True,30016,30016,1.0,0,0,0
1291,ganontika_room_6,True,64496,64496,1.0,0,0,0
1292,ganontika_room_7,True,31888,31888,1.0,0,0,0
1293,ganontika_room_8,True,36976,36976,1.0,0,0,0
1294,ganontika_room_9,True,47248,47248,1.0,0,0,0
1295,ganontika_room_10,True,27504,27504,1.0,0,0,0
1296,ganontika_room_11,True,26960,26960,1.0,0,0,0
1297,ganontika_room_12,True,45936,45936,1.0,0,0,0
1298,ganontika_room_13,True,32064,32064,1.0,0,0,0
1299,ganontika_room_14,True,41376,41376,1.0,0,0,0
1300,ganontika_room_15,True,32064,32064,1.0,0,0,0
1301,ganontika_room_16,True,11808,11808,1.0,0,0,0
1302,ganontika_room_17,True,34464,34464,1.0,0,0,0
1303,ganontika_room_18,True,50800,50800,1.0,0,0,0
1304,ganontika_room_19,True,32064,32064,1.0,0,0,0
1305,market_day_scene,False,9840,9840,1.0,0,4,2
1306,market_day_room_0,True,22640,22640,1.0,0,0,0
1307,market_night_scene,False,9776,9776,1.0,0,4,2
1308,market_night_room_0,True,22432,22432,1.0,0,0,0
1309,testroom_scene,,,,,,
1310,testroom_room_0,,,,,,
1311,testroom_room_1,,,,,,
1312,testroom_room_2,,,,,,
1313,testroom_room_3,,,,,,
1314,testroom_room_4,,,,,,
1315,kenjyanoma_scene,False,14576,14576,1.0,0,16,8
1316,kenjyanoma_room_0,True,78096,78096,1.0,0,0,0
1317,tokinoma_scene,False,75712,75680,1.0,32,39867,12717
1318,tokinoma_room_0,False,94688,94688,1.0,0,26,26
1319,tokinoma_room_1,False,28880,28880,1.0,0,23,23
1320,sutaru_scene,,,,,,
1321,sutaru_room_0,,,,,,
1322,link_home_scene,False,7008,7008,1.0,0,12,6
1323,link_home_room_0,True,162944,162944,1.0,0,0,0
1324,kokiri_shop_scene,False,2432,2432,1.0,0,4,2
1325,kokiri_shop_room_0,True,199824,199824,1.0,0,0,0
1326,kokiri_home_scene,False,3264,3264,1.0,0,4,2
1327,kokiri_home_room_0,True,179248,179248,1.0,0,0,0
1328,kakusiana_scene,False,55328,55328,1.0,0,56,28
1329,kakusiana_room_0,True,29344,29344,1.0,0,0,0
1330,kakusiana_room_1,True,20880,20880,1.0,0,0,0
1331,kakusiana_room_2,True,10432,10432,1.0,0,0,0
1332,kakusiana_room_3,True,20784,20784,1.0,0,0,0
1333,kakusiana_room_4,True,31072,31072,1.0,0,0,0
1334,kakusiana_room_5,True,18144,18144,1.0,0,0,0
1335,kakusiana_room_6,True,23152,23152,1.0,0,0,0
1336,kakusiana_room_7,True,16336,16336,1.0,0,0,0
1337,kakusiana_room_8,True,13872,13872,1.0,0,0,0
1338,kakusiana_room_9,True,23248,23248,1.0,0,0,0
1339,kakusiana_room_10,True,23088,23088,1.0,0,0,0
1340,kakusiana_room_11,True,34480,34480,1.0,0,0,0
1341,kakusiana_room_12,True,32336,32336,1.0,0,0,0
1342,kakusiana_room_13,True,28368,28368,1.0,0,0,0
1343,entra_scene,False,992,992,1.0,0,4,2
1344,entra_room_0,True,154480,154480,1.0,0,0,0
1345,moribossroom_scene,False,6400,6400,1.0,0,8,4
1346,moribossroom_room_0,True,24256,24256,1.0,0,0,0
1347,moribossroom_room_1,True,55984,55984,1.0,0,0,0
1348,syatekijyou_scene,False,49856,49856,1.0,0,16,8
1349,syatekijyou_room_0,True,30448,30448,1.0,0,0,0
1350,shop1_scene,False,752,752,1.0,0,4,2
1351,shop1_room_0,True,169904,169904,1.0,0,0,0
1352,hairal_niwa_scene,False,70544,70544,1.0,0,10,4
1353,hairal_niwa_room_0,False,43232,43120,1.003,112,25219,9438
1354,ganon_tou_scene,False,19312,19312,1.0,0,12,6
1355,ganon_tou_room_0,True,80624,80624,1.0,0,0,0
1356,sasatest_scene,,,,,,
1357,sasatest_room_0,,,,,,
1358,market_alley_scene,False,4688,4688,1.0,0,4,2
1359,market_alley_room_0,True,481024,481024,1.0,0,0,0
1360,spot20_scene,False,73248,73152,1.001,96,52364,14616
1361,spot20_room_0,False,26320,26320,1.0,0,58,57
1362,market_ruins_scene,False,5680,5680,1.0,0,4,2
1363,market_ruins_room_0,True,10272,10272,1.0,0,0,0
1364,entra_n_scene,False,1072,1072,1.0,0,4,2
